ticket_id,customer_id,created_date,country,product_category,issue_type,priority,support_channel,agent_id,status,resolution_hours,sla_target_hours,customer_satisfaction
482,45689,2026-09-17 07:55:53.387968,Singapore,Monitor,Setup,Low,Phone,21,Closed,62.73,4,2
483,15759,2025-04-09 19:55:53.387968,Malaysia,Desktop,Setup,Critical,Chat,311,Closed,27.91,48,5
484,14074,2026-08-31 15:55:53.387968,Singapore,Laptop,Hardware Issue,Medium,Web,53,In Progress,46.65,8,1
485,46498,2025-05-04 20:55:53.387968,India,Laptop,Hardware Issue,Critical,Phone,48,In Progress,47.08,4,2
486,8065,2025-07-23 20:55:53.387968,Philippines,Laptop,Software Issue,Critical,Phone,466,In Progress,59.72,24,1
487,2743,2025-12-16 01:55:53.387968,Indonesia,Printer,Hardware Issue,Medium,WhatsApp,292,Closed,95.86,4,5
488,15135,2024-12-25 00:55:53.387968,Australia,Monitor,Software Issue,Low,WhatsApp,249,Resolved,35.60,4,1
489,47791,2026-06-21 09:55:53.387968,Indonesia,Printer,Billing,Low,Phone,346,Open,76.09,4,1
490,15650,2024-10-10 07:55:53.387968,Malaysia,Printer,Connectivity,Medium,Web,210,Open,53.52,4,2
491,8389,2025-12-16 15:55:53.387968,Singapore,Desktop,Connectivity,Medium,Chat,464,Closed,36.63,8,5
492,14397,2025-08-30 00:55:53.387968,Malaysia,Printer,Hardware Issue,High,WhatsApp,64,Resolved,9.30,24,2
493,1940,2026-05-12 09:55:53.387968,Malaysia,Monitor,Performance,Low,Phone,424,Closed,44.65,8,3
494,40970,2026-02-09 02:55:53.387968,India,Accessory,Software Issue,Low,Phone,161,Closed,60.38,24,3
495,10041,2024-10-30 23:55:53.387968,New Zealand,Printer,Performance,High,Email,490,Resolved,19.37,48,5
496,19536,2025-09-09 09:55:53.387968,Philippines,Monitor,Hardware Issue,High,Web,72,Open,79.56,4,4
497,10371,2025-10-21 10:55:53.387968,New Zealand,Accessory,Connectivity,Medium,Web,382,In Progress,75.37,4,5
498,1155,2025-12-08 20:55:53.387968,Philippines,Printer,Performance,Low,Phone,444,Closed,63.62,24,4
499,18752,2024-09-21 11:55:53.387968,Indonesia,Printer,Hardware Issue,Low,Web,211,Resolved,68.30,48,4
500,3861,2026-09-09 05:55:53.387968,India,Printer,Setup,Critical,Web,397,Open,60.63,8,4
501,40968,2025-02-25 06:55:53.387968,Australia,Accessory,Hardware Issue,Medium,WhatsApp,425,In Progress,88.05,4,3
502,36411,2026-01-11 14:55:53.387968,New Zealand,Laptop,Billing,Critical,WhatsApp,312,Closed,1.72,8,3
503,45931,2026-08-07 19:55:53.387968,Singapore,Printer,Hardware Issue,Medium,Web,359,Resolved,61.88,4,2
504,39881,2026-02-23 14:55:53.387968,Australia,Desktop,Setup,Critical,WhatsApp,198,Open,92.05,4,3
505,21147,2025-10-19 08:55:53.387968,New Zealand,Laptop,Connectivity,High,Web,331,Open,86.93,48,5
506,20433,2025-09-25 04:55:53.387968,New Zealand,Printer,Setup,Medium,Web,180,Closed,77.82,48,4
507,37552,2025-05-31 06:55:53.387968,Australia,Monitor,Billing,Critical,WhatsApp,379,In Progress,75.62,8,1
508,42495,2025-01-13 22:55:53.387968,Philippines,Desktop,Software Issue,Critical,WhatsApp,75,Open,7.43,24,2
509,34783,2024-10-27 20:55:53.387968,India,Accessory,Setup,Critical,Email,62,Resolved,37.26,8,4
510,23188,2024-12-30 12:55:53.387968,Philippines,Accessory,Performance,Low,Web,386,Resolved,92.49,48,5
511,34130,2025-12-20 22:55:53.387968,Singapore,Printer,Software Issue,Low,WhatsApp,92,Resolved,17.57,4,4
512,11954,2025-03-07 15:55:53.387968,Australia,Monitor,Connectivity,High,Email,465,Closed,41.31,48,1
513,20769,2026-06-26 00:55:53.387968,India,Printer,Software Issue,Medium,Web,200,Open,3.22,4,5
514,32861,2026-04-24 20:55:53.387968,New Zealand,Monitor,Connectivity,Medium,Phone,477,Resolved,41.23,8,3
515,27375,2025-03-30 09:55:53.387968,New Zealand,Accessory,Billing,Medium,WhatsApp,223,In Progress,80.00,4,5
516,43826,2024-10-17 10:55:53.387968,New Zealand,Desktop,Hardware Issue,High,WhatsApp,403,Resolved,92.44,8,1
517,45542,2024-12-05 10:55:53.387968,Indonesia,Accessory,Billing,High,Email,175,Open,8.61,8,5
518,36956,2024-11-27 01:55:53.387968,India,Accessory,Billing,Medium,Phone,382,Resolved,30.67,8,2
519,7439,2025-10-14 07:55:53.387968,New Zealand,Accessory,Billing,Medium,Phone,395,Closed,15.26,8,5
520,6743,2026-02-06 00:55:53.387968,Malaysia,Desktop,Hardware Issue,High,Chat,248,Resolved,85.18,24,5
521,36982,2026-08-29 06:55:53.387968,Australia,Accessory,Performance,High,WhatsApp,305,Closed,45.38,48,5
522,39212,2025-12-21 00:55:53.387968,Philippines,Accessory,Performance,Medium,Phone,152,Open,85.11,48,2
523,21565,2025-03-12 20:55:53.387968,Australia,Printer,Software Issue,Critical,WhatsApp,371,Open,90.35,4,2
524,49014,2024-11-02 08:55:53.387968,Malaysia,Desktop,Setup,Low,Web,451,Open,21.52,8,5
525,12051,2025-11-19 14:55:53.387968,Malaysia,Monitor,Setup,Critical,Chat,362,In Progress,8.88,4,5
526,13276,2025-04-04 02:55:53.387968,Singapore,Printer,Software Issue,Critical,Phone,318,Resolved,50.74,48,2
527,49527,2025-03-27 12:55:53.387968,Malaysia,Accessory,Connectivity,Low,WhatsApp,130,In Progress,6.21,48,3
528,23668,2025-11-20 20:55:53.387968,Singapore,Printer,Connectivity,Critical,WhatsApp,109,Closed,78.15,4,2
529,11218,2025-09-07 20:55:53.387968,Singapore,Accessory,Performance,Medium,Web,403,Resolved,72.35,48,4
530,26812,2026-02-15 17:55:53.387968,New Zealand,Accessory,Software Issue,Low,WhatsApp,405,Closed,12.59,8,1
531,49555,2025-08-23 00:55:53.387968,Malaysia,Monitor,Performance,Medium,Phone,377,Resolved,51.27,24,2
532,35919,2025-09-19 20:55:53.387968,India,Printer,Connectivity,Critical,Phone,51,Open,68.29,4,2
533,23156,2025-07-24 13:55:53.387968,Australia,Monitor,Billing,Medium,Email,193,Closed,8.37,8,5
534,47049,2025-11-03 00:55:53.387968,Australia,Accessory,Billing,Low,Chat,466,Closed,33.69,8,5
535,32458,2025-12-19 15:55:53.387968,India,Desktop,Connectivity,Medium,Chat,66,Open,45.50,8,2
536,31289,2025-07-26 09:55:53.387968,Singapore,Printer,Connectivity,High,WhatsApp,236,Open,22.67,24,2
537,32629,2025-08-13 21:55:53.387968,Australia,Laptop,Performance,Medium,Web,342,Resolved,1.02,24,5
538,3070,2025-11-03 10:55:53.387968,New Zealand,Printer,Hardware Issue,Critical,Web,459,Open,85.59,8,2
539,45132,2025-01-06 22:55:53.387968,Indonesia,Laptop,Billing,Medium,Phone,193,Open,70.65,24,5
540,38917,2025-03-22 23:55:53.387968,Malaysia,Laptop,Connectivity,Low,Chat,435,Resolved,27.37,48,1
541,27168,2026-07-25 22:55:53.387968,Australia,Laptop,Software Issue,High,Email,498,Open,42.36,24,3
542,20245,2026-09-12 11:55:53.387968,Indonesia,Monitor,Hardware Issue,High,Web,391,Resolved,21.30,48,3
543,43152,2024-11-21 08:55:53.387968,Philippines,Accessory,Connectivity,Critical,Phone,124,Open,92.88,48,1
544,5260,2025-09-20 07:55:53.387968,Singapore,Laptop,Setup,Critical,Web,44,Open,39.07,8,1
545,33262,2024-12-04 06:55:53.387968,India,Accessory,Performance,High,Web,366,In Progress,50.21,48,3
546,5140,2025-12-31 13:55:53.387968,New Zealand,Printer,Billing,High,WhatsApp,61,Open,22.50,24,3
547,20959,2025-08-02 16:55:53.387968,Philippines,Laptop,Hardware Issue,Medium,Email,325,In Progress,37.03,8,2
548,27600,2025-04-17 03:55:53.387968,India,Accessory,Connectivity,Critical,Phone,276,Resolved,62.32,24,1
549,4185,2026-08-16 22:55:53.387968,Philippines,Desktop,Setup,High,WhatsApp,141,Resolved,37.15,48,3
550,30746,2025-08-28 10:55:53.387968,Singapore,Printer,Billing,High,Chat,89,In Progress,64.13,4,2
551,15366,2026-05-15 10:55:53.387968,Australia,Printer,Connectivity,High,Phone,310,Closed,10.40,8,1
552,32327,2026-07-14 14:55:53.387968,Indonesia,Printer,Hardware Issue,Medium,Phone,210,Closed,52.73,48,3
553,23949,2025-03-12 04:55:53.387968,Malaysia,Laptop,Billing,High,Email,420,Open,90.49,48,1
554,13835,2025-04-15 02:55:53.387968,Philippines,Printer,Connectivity,Critical,Web,463,Resolved,4.31,24,4
555,15409,2025-05-09 14:55:53.387968,Malaysia,Accessory,Hardware Issue,Medium,Phone,224,Open,12.59,4,1
556,6560,2026-06-15 11:55:53.387968,India,Printer,Billing,Low,WhatsApp,131,Closed,34.58,8,5
557,11291,2025-06-07 14:55:53.387968,Indonesia,Accessory,Performance,Critical,Email,497,Closed,30.03,48,3
558,31939,2025-09-27 05:55:53.387968,Indonesia,Printer,Connectivity,Low,Chat,297,Closed,43.74,8,1
559,2313,2025-08-05 10:55:53.387968,Philippines,Laptop,Setup,Low,Chat,376,Closed,81.01,48,2
560,12730,2025-07-27 10:55:53.387968,Philippines,Laptop,Hardware Issue,Critical,Web,153,Open,16.97,48,5
561,40849,2026-07-26 22:55:53.387968,Indonesia,Monitor,Connectivity,Critical,Chat,381,Open,14.58,4,5
562,27667,2025-12-29 23:55:53.387968,India,Desktop,Performance,Low,WhatsApp,494,Resolved,91.59,4,2
563,12008,2025-12-26 20:55:53.387968,Australia,Monitor,Connectivity,Critical,Phone,87,Open,29.46,48,4
564,12582,2026-07-05 15:55:53.387968,Philippines,Printer,Connectivity,Medium,Email,351,In Progress,87.28,4,4
565,48299,2025-09-07 03:55:53.387968,India,Laptop,Billing,Low,Email,415,Resolved,53.73,24,3
566,33170,2025-03-08 03:55:53.387968,Malaysia,Laptop,Billing,Critical,Email,347,In Progress,10.70,24,5
567,10195,2026-01-07 04:55:53.387968,Singapore,Desktop,Setup,Low,Email,110,Closed,25.83,8,5
568,5532,2025-02-10 07:55:53.387968,New Zealand,Monitor,Connectivity,Critical,Email,43,Closed,29.30,8,2
569,36910,2024-11-09 11:55:53.387968,Australia,Accessory,Connectivity,Critical,Chat,348,In Progress,47.14,48,5
570,23346,2026-05-20 19:55:53.387968,Australia,Accessory,Hardware Issue,Low,Chat,311,Closed,44.56,8,2
571,9689,2024-11-12 05:55:53.387968,Philippines,Desktop,Billing,High,Web,261,Closed,23.57,4,4
572,5565,2026-07-26 17:55:53.387968,Singapore,Monitor,Hardware Issue,Low,Chat,288,Resolved,48.30,4,3
573,20154,2025-05-10 03:55:53.387968,Australia,Monitor,Software Issue,Medium,WhatsApp,126,In Progress,25.97,4,1
574,37508,2026-04-30 21:55:53.387968,New Zealand,Accessory,Software Issue,High,Chat,108,Resolved,52.54,4,3
575,1100,2026-07-16 18:55:53.387968,Malaysia,Desktop,Connectivity,High,Email,240,Resolved,90.23,24,4
576,29927,2025-07-17 18:55:53.387968,Malaysia,Printer,Billing,High,WhatsApp,226,In Progress,27.93,4,5
577,46179,2025-08-26 11:55:53.387968,Singapore,Desktop,Software Issue,Critical,Chat,462,In Progress,76.20,24,3
578,43974,2025-12-11 17:55:53.387968,Malaysia,Printer,Hardware Issue,High,Email,162,Closed,66.17,24,1
579,27318,2024-11-27 16:55:53.387968,Philippines,Printer,Billing,Medium,Chat,273,Closed,48.86,8,2
580,12227,2026-01-21 23:55:53.387968,Indonesia,Accessory,Hardware Issue,Critical,Email,370,Resolved,91.00,4,3
581,40876,2025-12-19 13:55:53.387968,Indonesia,Laptop,Setup,Critical,WhatsApp,168,In Progress,15.08,4,2
582,15709,2025-01-06 09:55:53.387968,Indonesia,Accessory,Connectivity,Low,Email,72,In Progress,68.84,8,4
583,35082,2026-02-21 23:55:53.387968,Malaysia,Monitor,Software Issue,Medium,Web,61,Open,54.69,24,4
584,13347,2025-07-31 08:55:53.387968,Australia,Desktop,Hardware Issue,High,Chat,435,Open,48.10,4,3
585,38776,2024-11-30 04:55:53.387968,India,Accessory,Performance,Critical,Phone,241,Open,7.00,24,3
586,34641,2025-01-11 03:55:53.387968,Australia,Desktop,Software Issue,Low,Chat,475,Closed,5.54,48,3
587,24232,2026-06-15 16:55:53.387968,Indonesia,Accessory,Performance,Low,Chat,478,Open,34.10,48,5
588,25023,2026-02-03 13:55:53.387968,India,Monitor,Setup,Low,Web,310,Open,57.93,48,5
589,41085,2024-12-14 15:55:53.387968,New Zealand,Desktop,Connectivity,Low,Phone,282,Open,27.11,8,5
590,6338,2025-11-23 12:55:53.387968,Indonesia,Accessory,Software Issue,Low,Phone,250,Closed,87.03,24,2
591,25800,2026-09-09 10:55:53.387968,Singapore,Accessory,Billing,Critical,Web,484,Resolved,86.72,8,2
592,31415,2026-03-08 22:55:53.387968,Singapore,Accessory,Connectivity,High,Email,454,Resolved,64.62,4,2
593,42034,2025-12-03 18:55:53.387968,Malaysia,Desktop,Setup,High,Email,157,Resolved,95.79,48,3
594,6391,2025-11-01 08:55:53.387968,Australia,Monitor,Hardware Issue,Low,WhatsApp,317,Open,31.43,48,1
595,5284,2026-08-10 02:55:53.387968,New Zealand,Printer,Billing,Critical,Email,423,Open,29.90,8,4
596,16024,2026-04-28 23:55:53.387968,Singapore,Desktop,Performance,High,WhatsApp,289,Closed,35.21,4,2
597,752,2025-01-20 01:55:53.387968,Indonesia,Monitor,Billing,High,Phone,457,Closed,7.31,8,5
598,15907,2025-09-18 13:55:53.387968,Philippines,Desktop,Connectivity,Medium,Web,64,Closed,85.96,48,4
599,35532,2026-02-23 09:55:53.387968,Singapore,Monitor,Software Issue,Critical,Web,399,Resolved,10.92,48,1
600,21828,2026-05-20 04:55:53.387968,India,Printer,Billing,High,WhatsApp,329,In Progress,89.12,24,4
601,40613,2026-06-27 03:55:53.387968,Philippines,Monitor,Connectivity,High,Phone,129,Closed,48.72,24,3
602,31193,2026-08-12 07:55:53.387968,Indonesia,Desktop,Connectivity,Low,Phone,403,Closed,81.98,8,1
603,21440,2026-06-09 16:55:53.387968,India,Printer,Connectivity,Low,Chat,123,Closed,22.65,8,5
604,12026,2024-12-17 00:55:53.387968,India,Laptop,Performance,Low,Web,400,Closed,74.22,8,2
605,13825,2025-12-18 11:55:53.387968,Malaysia,Desktop,Software Issue,Medium,Phone,412,Open,28.24,24,4
606,31146,2025-01-31 08:55:53.387968,Australia,Monitor,Connectivity,Critical,Chat,205,Resolved,55.10,8,2
607,46005,2025-10-29 05:55:53.387968,India,Desktop,Hardware Issue,High,Web,92,Open,68.33,24,3
608,31507,2025-10-03 18:55:53.387968,New Zealand,Monitor,Connectivity,High,Phone,152,Resolved,41.11,4,1
609,34312,2024-11-29 15:55:53.387968,Philippines,Laptop,Connectivity,High,Email,422,In Progress,80.30,48,5
610,30041,2024-10-20 03:55:53.387968,Singapore,Monitor,Setup,High,Phone,294,Open,8.60,8,2
611,28447,2024-12-13 00:55:53.387968,New Zealand,Monitor,Billing,Medium,Phone,237,Resolved,48.90,24,1
612,16293,2025-03-10 21:55:53.387968,Malaysia,Accessory,Performance,Critical,WhatsApp,397,Resolved,90.94,4,3
613,34622,2026-01-10 09:55:53.387968,Philippines,Laptop,Billing,Low,Phone,62,In Progress,45.72,8,2
614,1125,2026-07-23 09:55:53.387968,Malaysia,Desktop,Connectivity,Medium,Email,304,Closed,76.75,4,1
615,31761,2026-01-12 00:55:53.387968,Malaysia,Printer,Performance,High,Web,361,Resolved,17.44,48,4
616,49350,2026-02-03 11:55:53.387968,Indonesia,Monitor,Hardware Issue,High,Phone,131,In Progress,84.96,4,5
617,28767,2026-02-27 00:55:53.387968,India,Printer,Software Issue,Low,WhatsApp,127,Open,48.85,48,3
618,16129,2026-09-05 22:55:53.387968,Australia,Laptop,Billing,Critical,WhatsApp,233,In Progress,4.91,4,3
619,27448,2025-01-15 21:55:53.387968,Malaysia,Printer,Setup,High,Chat,168,Open,50.40,4,4
620,45788,2025-10-05 04:55:53.387968,India,Desktop,Software Issue,High,WhatsApp,235,Resolved,15.31,48,2
621,24695,2025-10-06 17:55:53.387968,India,Desktop,Billing,Low,Phone,398,Open,75.12,8,1
622,24380,2025-05-16 13:55:53.387968,Philippines,Printer,Setup,Low,Web,159,In Progress,63.12,48,1
623,39303,2025-03-17 06:55:53.387968,Philippines,Desktop,Hardware Issue,High,Phone,297,Resolved,54.81,24,3
624,16426,2025-12-06 19:55:53.387968,Malaysia,Desktop,Billing,Critical,WhatsApp,13,Closed,72.20,8,3
625,44626,2025-05-23 23:55:53.387968,India,Laptop,Hardware Issue,Medium,WhatsApp,211,In Progress,73.40,4,1
626,186,2026-01-08 10:55:53.387968,New Zealand,Printer,Billing,High,Phone,253,Open,52.00,48,3
627,11205,2024-12-28 15:55:53.387968,Australia,Accessory,Hardware Issue,Medium,Email,270,Open,58.94,48,1
628,3226,2025-10-16 16:55:53.387968,Philippines,Printer,Billing,High,Web,283,In Progress,50.84,24,2
629,1536,2026-04-12 06:55:53.387968,Singapore,Desktop,Setup,Critical,Web,471,Open,67.22,24,5
630,18287,2026-06-21 04:55:53.387968,Indonesia,Printer,Hardware Issue,High,Phone,334,Resolved,9.72,4,3
631,2164,2026-09-18 07:55:53.387968,India,Printer,Performance,Critical,Web,74,Open,46.77,8,5
632,14983,2026-05-06 02:55:53.387968,Indonesia,Printer,Hardware Issue,Low,Email,423,Resolved,76.43,4,2
633,29576,2025-10-18 22:55:53.387968,Singapore,Printer,Connectivity,Low,Web,466,Open,15.92,24,3
634,47932,2026-08-04 19:55:53.387968,Malaysia,Laptop,Setup,Medium,Chat,364,Resolved,61.58,48,4
635,49594,2025-02-02 11:55:53.387968,New Zealand,Desktop,Connectivity,High,Email,428,In Progress,54.52,8,4
636,20898,2025-08-22 12:55:53.387968,India,Printer,Connectivity,Low,Chat,384,Resolved,45.60,8,2
637,10181,2026-07-26 02:55:53.387968,New Zealand,Monitor,Billing,Medium,Email,295,Resolved,66.22,8,2
638,36433,2024-10-26 01:55:53.387968,Malaysia,Laptop,Billing,Low,Chat,456,Resolved,34.19,8,4
639,12506,2025-10-17 17:55:53.387968,Indonesia,Desktop,Software Issue,Medium,Email,93,Closed,49.38,48,2
640,40113,2025-03-31 08:55:53.387968,Australia,Laptop,Connectivity,Medium,Phone,351,In Progress,47.84,48,4
641,2729,2025-04-12 20:55:53.387968,Indonesia,Laptop,Software Issue,Medium,Phone,490,Open,74.93,48,4
642,33792,2026-01-30 23:55:53.387968,New Zealand,Accessory,Performance,High,Phone,371,Open,24.99,48,4
643,31477,2025-03-14 14:55:53.387968,Indonesia,Laptop,Connectivity,Low,Web,104,Resolved,74.54,8,1
644,14125,2026-09-08 19:55:53.387968,India,Printer,Performance,Critical,Email,200,Closed,10.36,8,3
645,32758,2025-01-05 05:55:53.387968,Indonesia,Monitor,Performance,Low,Chat,225,Open,93.99,48,3
646,10240,2026-02-26 11:55:53.387968,Philippines,Monitor,Software Issue,Low,Web,387,Open,94.94,24,3
647,14008,2026-04-15 22:55:53.387968,Malaysia,Monitor,Software Issue,Critical,Email,61,Resolved,27.03,48,3
648,13544,2026-08-09 00:55:53.387968,New Zealand,Laptop,Performance,Critical,WhatsApp,212,Resolved,44.96,4,2
649,11676,2025-02-22 13:55:53.387968,Australia,Printer,Software Issue,Critical,Phone,120,Closed,75.30,8,4
650,37811,2025-04-16 00:55:53.387968,New Zealand,Printer,Hardware Issue,Low,Chat,291,In Progress,27.22,4,5
651,36605,2025-07-30 10:55:53.387968,Malaysia,Printer,Connectivity,High,Phone,157,Resolved,2.69,48,1
652,5655,2026-05-25 10:55:53.387968,India,Printer,Setup,High,Email,268,Open,89.63,48,3
653,37377,2026-04-18 17:55:53.387968,New Zealand,Desktop,Setup,Medium,Phone,314,Closed,49.54,24,3
654,41658,2026-05-24 04:55:53.387968,Australia,Desktop,Billing,Medium,Email,238,Open,49.67,24,2
655,29307,2024-10-31 01:55:53.387968,Philippines,Desktop,Billing,Medium,WhatsApp,348,Resolved,81.11,8,1
656,65,2026-07-02 01:55:53.387968,New Zealand,Accessory,Performance,Medium,WhatsApp,477,Open,82.10,4,1
657,38666,2025-08-02 04:55:53.387968,Singapore,Desktop,Software Issue,Medium,WhatsApp,27,Open,83.63,4,2
658,34191,2026-05-25 09:55:53.387968,India,Monitor,Billing,Critical,Email,347,Open,24.01,48,4
659,39988,2025-04-29 00:55:53.387968,India,Printer,Connectivity,Critical,Phone,364,Open,2.77,8,3
660,22875,2026-01-24 01:55:53.387968,India,Accessory,Software Issue,Critical,Email,359,Open,69.58,8,5
661,14639,2026-01-08 17:55:53.387968,New Zealand,Monitor,Performance,Medium,Web,356,In Progress,63.24,8,4
662,2023,2026-06-26 09:55:53.387968,Indonesia,Monitor,Hardware Issue,High,Email,25,Resolved,6.75,4,1
663,11949,2025-01-05 19:55:53.387968,Singapore,Desktop,Billing,Medium,WhatsApp,252,Closed,95.43,4,4
664,7650,2026-03-09 12:55:53.387968,Malaysia,Laptop,Hardware Issue,High,WhatsApp,117,In Progress,36.78,8,4
665,40475,2025-08-16 11:55:53.387968,Singapore,Desktop,Setup,High,Email,331,Closed,73.21,24,2
666,40817,2025-06-25 06:55:53.387968,Singapore,Printer,Hardware Issue,High,Chat,12,In Progress,26.55,8,4
667,15068,2024-10-29 20:55:53.387968,Australia,Accessory,Hardware Issue,High,Chat,398,Closed,36.03,24,5
668,23898,2025-09-10 10:55:53.387968,Indonesia,Accessory,Billing,Low,Chat,154,Resolved,61.85,8,5
669,27219,2024-12-12 21:55:53.387968,Australia,Monitor,Setup,Low,Phone,495,Resolved,42.42,4,1
670,26039,2024-10-26 13:55:53.387968,Malaysia,Desktop,Setup,High,Chat,478,Closed,19.30,8,5
671,23919,2024-10-10 10:55:53.387968,Indonesia,Monitor,Setup,Low,Phone,497,Closed,48.99,8,3
672,41374,2026-08-08 01:55:53.387968,India,Desktop,Performance,Medium,Phone,70,Resolved,53.13,48,1
673,47961,2026-01-08 14:55:53.387968,New Zealand,Printer,Setup,Low,Phone,99,Resolved,68.27,24,2
674,13676,2025-03-11 12:55:53.387968,Indonesia,Printer,Hardware Issue,Medium,Email,167,Resolved,1.30,24,2
675,30101,2026-05-04 23:55:53.387968,India,Laptop,Software Issue,Low,Web,276,In Progress,23.19,24,4
676,36992,2026-05-20 17:55:53.387968,Malaysia,Accessory,Hardware Issue,High,Phone,152,Open,79.28,48,5
677,47558,2025-06-07 21:55:53.387968,Philippines,Desktop,Billing,Low,WhatsApp,21,Closed,88.87,8,1
678,24615,2025-05-30 18:55:53.387968,New Zealand,Laptop,Setup,Critical,Chat,290,Open,63.33,24,1
679,12273,2025-01-08 04:55:53.387968,Singapore,Printer,Software Issue,Low,WhatsApp,174,In Progress,92.51,4,4
680,42591,2025-07-28 09:55:53.387968,Philippines,Laptop,Hardware Issue,Low,Phone,178,Resolved,37.45,4,5
681,12520,2025-01-11 20:55:53.387968,Australia,Accessory,Performance,Low,Phone,198,Resolved,40.65,24,3
682,49050,2025-01-18 21:55:53.387968,Philippines,Monitor,Software Issue,Critical,WhatsApp,57,Open,64.98,8,3
683,28853,2024-12-26 15:55:53.387968,Philippines,Desktop,Setup,Low,WhatsApp,161,Open,41.45,8,2
684,49884,2025-01-12 21:55:53.387968,Singapore,Desktop,Performance,Medium,Web,290,In Progress,61.28,48,4
685,3986,2025-01-21 12:55:53.387968,New Zealand,Printer,Performance,Critical,WhatsApp,358,Closed,11.26,4,5
686,9846,2025-03-27 05:55:53.387968,India,Accessory,Billing,Critical,Chat,245,Closed,32.02,8,2
687,1086,2025-01-10 23:55:53.387968,Indonesia,Printer,Connectivity,High,Email,378,In Progress,90.13,48,2
688,3617,2025-02-09 18:55:53.387968,India,Monitor,Software Issue,Medium,Phone,190,Resolved,87.33,48,1
689,23179,2024-11-27 18:55:53.387968,Indonesia,Printer,Performance,High,WhatsApp,206,Closed,21.90,48,2
690,21750,2025-01-09 20:55:53.387968,Indonesia,Desktop,Setup,Critical,Chat,188,Resolved,30.03,24,5
691,3235,2026-04-14 03:55:53.387968,Australia,Laptop,Performance,Critical,Chat,321,Open,72.66,24,1
692,7019,2026-02-02 18:55:53.387968,Australia,Laptop,Performance,Low,Phone,450,Closed,41.99,8,5
693,25587,2026-09-17 20:55:53.387968,Malaysia,Monitor,Billing,Low,Email,394,In Progress,58.46,8,3
694,7646,2026-06-04 14:55:53.387968,Philippines,Accessory,Billing,Low,Email,168,Resolved,10.23,24,5
695,40343,2024-09-25 13:55:53.387968,Singapore,Printer,Setup,Low,Chat,126,Open,26.15,24,2
696,10933,2025-01-01 08:55:53.387968,Australia,Laptop,Setup,Medium,Phone,317,Closed,69.00,8,3
697,43578,2026-05-05 00:55:53.387968,Malaysia,Printer,Hardware Issue,High,Email,79,In Progress,27.37,8,1
698,27072,2025-01-15 19:55:53.387968,Indonesia,Monitor,Connectivity,Low,Email,192,Resolved,44.40,4,3
699,11516,2025-07-08 11:55:53.387968,New Zealand,Printer,Billing,Low,Web,466,Open,21.42,48,4
700,26031,2025-07-26 00:55:53.387968,Philippines,Laptop,Hardware Issue,Low,Web,30,Open,36.29,8,1
701,45667,2026-09-04 21:55:53.387968,New Zealand,Printer,Billing,Medium,Email,298,In Progress,35.96,24,1
702,422,2025-11-22 10:55:53.387968,Malaysia,Desktop,Billing,High,Email,51,Resolved,55.52,48,5
703,25754,2026-06-28 07:55:53.387968,Philippines,Desktop,Setup,Critical,Phone,147,Closed,60.33,8,5
704,30052,2025-08-27 10:55:53.387968,New Zealand,Printer,Hardware Issue,Low,Phone,353,Resolved,44.70,24,3
705,44562,2026-08-10 16:55:53.387968,Australia,Monitor,Software Issue,Medium,Phone,228,Closed,50.67,24,2
706,14082,2025-10-13 11:55:53.387968,Indonesia,Printer,Billing,Medium,WhatsApp,311,Resolved,95.39,24,2
707,19229,2025-03-06 05:55:53.387968,Malaysia,Laptop,Billing,Critical,Web,276,Open,75.73,24,5
708,47695,2026-02-19 04:55:53.387968,Malaysia,Laptop,Software Issue,Medium,Web,258,Open,95.00,8,1
709,45153,2025-01-30 11:55:53.387968,Malaysia,Desktop,Software Issue,Low,Phone,338,Open,8.62,4,5
710,15579,2025-03-14 21:55:53.387968,Philippines,Monitor,Performance,Low,Email,16,Open,68.05,8,3
711,17156,2024-09-26 05:55:53.387968,Malaysia,Monitor,Performance,Medium,Web,425,Closed,26.12,8,1
712,11688,2026-07-14 20:55:53.387968,India,Accessory,Software Issue,Low,Web,38,In Progress,1.89,48,4
713,43665,2025-08-03 05:55:53.387968,New Zealand,Accessory,Software Issue,High,WhatsApp,112,Open,92.75,8,3
714,37259,2026-01-14 14:55:53.387968,Singapore,Printer,Connectivity,Low,Chat,384,In Progress,13.82,24,2
715,372,2026-07-27 06:55:53.387968,Singapore,Accessory,Software Issue,Critical,Email,405,In Progress,61.19,24,5
716,39230,2025-10-02 17:55:53.387968,Philippines,Laptop,Performance,High,WhatsApp,286,Closed,55.52,8,5
717,5551,2026-08-31 04:55:53.387968,Philippines,Accessory,Performance,Low,Phone,424,In Progress,79.64,8,1
718,24134,2025-02-19 03:55:53.387968,Philippines,Desktop,Billing,High,Chat,356,Closed,22.76,48,5
719,10159,2025-02-21 23:55:53.387968,Malaysia,Accessory,Setup,High,Phone,21,Resolved,55.27,24,2
720,43677,2024-11-05 12:55:53.387968,Singapore,Desktop,Hardware Issue,Critical,WhatsApp,163,Closed,25.63,4,5
721,48876,2025-05-14 03:55:53.387968,Indonesia,Accessory,Billing,High,WhatsApp,467,Closed,41.04,4,5
722,14084,2026-01-10 21:55:53.387968,Philippines,Printer,Hardware Issue,High,Email,422,Closed,8.05,48,4
723,11458,2024-12-29 15:55:53.387968,Philippines,Monitor,Connectivity,Critical,Chat,231,Closed,93.00,8,4
