order_id,customer_id,order_date,order_status,payment_method,sales_channel
ORD0000780,CUST030213,2025-04-15,Shipped,Bank Transfer,Mobile App
ORD0000781,CUST048933,2026-03-01,Shipped,Credit Card,Partner
ORD0000782,CUST034535,2025-06-05,Completed,Credit Card,Partner
ORD0000783,CUST030627,2026-03-07,Processing,Bank Transfer,Partner
ORD0000784,CUST044222,2023-12-26,Cancelled,Bank Transfer,Retail Store
ORD0000785,CUST049233,2024-11-04,Returned,UPI,Retail Store
ORD0000786,CUST004300,2026-08-05,Processing,Debit Card,Retail Store
ORD0000787,CUST036053,2025-08-11,Cancelled,Debit Card,Partner
ORD0000788,CUST010688,2026-09-16,Cancelled,Bank Transfer,Retail Store
ORD0000789,CUST029022,2026-05-15,Completed,Debit Card,Partner
ORD0000790,CUST026617,2025-09-20,Returned,Credit Card,Retail Store
ORD0000791,CUST020529,2025-12-06,Completed,Debit Card,Mobile App
ORD0000792,CUST041387,2026-08-14,Processing,Debit Card,Partner
ORD0000793,CUST040467,2024-12-25,Returned,Debit Card,Partner
ORD0000794,CUST019152,2025-12-10,Shipped,Bank Transfer,Partner
ORD0000795,CUST046903,2024-11-09,Returned,Credit Card,Partner
ORD0000796,CUST047376,2026-04-28,Cancelled,UPI,Partner
ORD0000797,CUST028143,2024-08-17,Cancelled,Digital Wallet,Partner
ORD0000798,CUST034357,2023-09-22,Shipped,UPI,Retail Store
ORD0000799,CUST005280,2025-02-16,Completed,Digital Wallet,Partner
ORD0000800,CUST001910,2026-06-03,Shipped,Credit Card,Retail Store
ORD0000801,CUST013886,2025-03-06,Completed,Credit Card,Mobile App
ORD0000802,CUST016919,2024-08-20,Shipped,Credit Card,Retail Store
ORD0000803,CUST039603,2026-06-09,Returned,Credit Card,Retail Store
ORD0000804,CUST043545,2025-07-22,Returned,UPI,Website
ORD0000805,CUST033072,2023-12-22,Shipped,Debit Card,Mobile App
ORD0000806,CUST017884,2024-01-18,Shipped,Bank Transfer,Website
ORD0000807,CUST027550,2026-07-31,Completed,Bank Transfer,Retail Store
ORD0000808,CUST023756,2024-02-07,Processing,Digital Wallet,Partner
ORD0000809,CUST023393,2024-01-21,Shipped,Bank Transfer,Mobile App
ORD0000810,CUST034755,2024-12-26,Returned,Credit Card,Mobile App
ORD0000811,CUST047617,2024-10-04,Completed,Credit Card,Website
ORD0000812,CUST022040,2024-01-06,Returned,UPI,Partner
ORD0000813,CUST015902,2024-10-07,Shipped,Bank Transfer,Partner
ORD0000814,CUST011564,2026-04-26,Returned,Digital Wallet,Mobile App
ORD0000815,CUST038710,2025-11-05,Processing,Digital Wallet,Partner
ORD0000816,CUST000937,2024-11-17,Cancelled,Digital Wallet,Partner
ORD0000817,CUST001761,2025-03-01,Processing,Bank Transfer,Website
ORD0000818,CUST009475,2023-11-07,Shipped,Credit Card,Retail Store
ORD0000819,CUST037206,2026-06-26,Completed,Debit Card,Website
ORD0000820,CUST041752,2023-09-26,Returned,Credit Card,Website
ORD0000821,CUST021989,2024-06-26,Cancelled,Credit Card,Mobile App
ORD0000822,CUST021349,2025-09-09,Returned,Digital Wallet,Mobile App
ORD0000823,CUST008581,2025-01-26,Returned,UPI,Mobile App
ORD0000824,CUST012385,2024-12-29,Returned,UPI,Mobile App
ORD0000825,CUST001768,2023-12-24,Completed,Debit Card,Retail Store
ORD0000826,CUST024199,2024-11-05,Shipped,Bank Transfer,Retail Store
ORD0000827,CUST007326,2024-08-04,Completed,Debit Card,Website
ORD0000828,CUST042576,2026-02-03,Cancelled,Bank Transfer,Website
ORD0000829,CUST005835,2024-09-19,Shipped,Debit Card,Retail Store
ORD0000830,CUST031407,2025-09-07,Returned,UPI,Partner
ORD0000831,CUST046036,2026-06-03,Cancelled,Digital Wallet,Retail Store
ORD0000832,CUST004207,2026-01-10,Cancelled,Bank Transfer,Retail Store
ORD0000833,CUST039789,2024-02-23,Returned,UPI,Website
ORD0000834,CUST033781,2025-09-13,Returned,Credit Card,Website
ORD0000835,CUST024304,2026-04-14,Cancelled,Bank Transfer,Partner
ORD0000836,CUST016111,2024-12-01,Processing,Digital Wallet,Retail Store
ORD0000837,CUST019034,2025-11-30,Returned,Digital Wallet,Partner
ORD0000838,CUST038021,2024-11-05,Shipped,UPI,Retail Store
ORD0000839,CUST039686,2026-04-29,Completed,Digital Wallet,Website
ORD0000840,CUST025535,2023-11-18,Cancelled,Digital Wallet,Website
ORD0000841,CUST044399,2026-02-28,Returned,Digital Wallet,Mobile App
ORD0000842,CUST011892,2025-08-24,Shipped,Debit Card,Partner
ORD0000843,CUST026647,2026-07-19,Shipped,Credit Card,Website
ORD0000844,CUST024263,2024-01-26,Completed,Digital Wallet,Retail Store
ORD0000845,CUST009769,2025-02-08,Returned,Credit Card,Retail Store
ORD0000846,CUST004059,2024-01-11,Returned,Debit Card,Mobile App
ORD0000847,CUST007166,2025-09-03,Cancelled,Debit Card,Website
ORD0000848,CUST007520,2025-09-19,Returned,Digital Wallet,Website
ORD0000849,CUST028497,2023-12-04,Cancelled,Credit Card,Retail Store
ORD0000850,CUST001584,2024-08-17,Shipped,UPI,Retail Store
ORD0000851,CUST033968,2024-10-20,Cancelled,Bank Transfer,Retail Store
ORD0000852,CUST024243,2025-06-19,Shipped,UPI,Partner
ORD0000853,CUST034019,2025-08-21,Returned,Debit Card,Website
ORD0000854,CUST022425,2025-06-29,Shipped,Credit Card,Retail Store
ORD0000855,CUST008256,2024-06-28,Shipped,UPI,Mobile App
ORD0000856,CUST015576,2025-09-14,Cancelled,Bank Transfer,Retail Store
ORD0000857,CUST021270,2024-04-22,Completed,Digital Wallet,Retail Store
ORD0000858,CUST048610,2025-07-26,Processing,Digital Wallet,Partner
ORD0000859,CUST017723,2024-10-20,Shipped,Bank Transfer,Mobile App
ORD0000860,CUST048536,2024-11-01,Cancelled,Bank Transfer,Website
ORD0000861,CUST041055,2026-09-06,Cancelled,Digital Wallet,Website
ORD0000862,CUST048919,2023-10-18,Cancelled,UPI,Website
ORD0000863,CUST011564,2026-08-28,Completed,Debit Card,Mobile App
ORD0000864,CUST027000,2023-12-09,Cancelled,Bank Transfer,Website
ORD0000865,CUST045212,2024-02-05,Cancelled,Digital Wallet,Retail Store
ORD0000866,CUST039343,2024-03-10,Completed,Credit Card,Partner
ORD0000867,CUST035176,2024-08-07,Cancelled,Credit Card,Mobile App
ORD0000868,CUST012995,2025-07-06,Shipped,Digital Wallet,Mobile App
ORD0000869,CUST008112,2025-11-15,Shipped,Digital Wallet,Mobile App
ORD0000870,CUST012546,2025-07-11,Cancelled,Credit Card,Mobile App
ORD0000871,CUST011755,2024-05-26,Returned,Credit Card,Mobile App
ORD0000872,CUST043173,2024-10-29,Processing,Digital Wallet,Mobile App
ORD0000873,CUST040234,2025-01-08,Completed,Bank Transfer,Website
ORD0000874,CUST019079,2025-09-14,Returned,Debit Card,Mobile App
ORD0000875,CUST038362,2026-04-12,Processing,Digital Wallet,Website
ORD0000876,CUST028611,2023-10-12,Returned,Digital Wallet,Retail Store
ORD0000877,CUST022260,2026-08-28,Processing,Bank Transfer,Retail Store
ORD0000878,CUST042884,2024-09-20,Returned,UPI,Retail Store
ORD0000879,CUST033885,2026-01-31,Shipped,Debit Card,Mobile App
ORD0000880,CUST044963,2025-03-10,Returned,Debit Card,Mobile App
ORD0000881,CUST002645,2024-10-04,Returned,Digital Wallet,Partner
ORD0000882,CUST018136,2023-11-18,Returned,Bank Transfer,Website
ORD0000883,CUST018930,2026-07-02,Returned,Digital Wallet,Mobile App
ORD0000884,CUST012040,2025-06-28,Cancelled,Debit Card,Retail Store
ORD0000885,CUST026544,2024-02-23,Shipped,Digital Wallet,Retail Store
ORD0000886,CUST000432,2024-10-22,Processing,Credit Card,Retail Store
ORD0000887,CUST024706,2024-03-18,Shipped,Digital Wallet,Website
ORD0000888,CUST023610,2026-01-11,Processing,Credit Card,Website
ORD0000889,CUST042365,2024-06-29,Returned,Digital Wallet,Mobile App
ORD0000890,CUST037657,2024-02-04,Shipped,Digital Wallet,Website
ORD0000891,CUST041812,2026-08-23,Returned,UPI,Mobile App
ORD0000892,CUST021039,2026-06-05,Returned,Bank Transfer,Retail Store
ORD0000893,CUST044494,2024-06-28,Completed,Credit Card,Retail Store
ORD0000894,CUST034962,2024-02-28,Processing,Debit Card,Retail Store
ORD0000895,CUST049148,2024-05-04,Cancelled,Digital Wallet,Partner
ORD0000896,CUST017174,2026-06-22,Completed,Debit Card,Mobile App
ORD0000897,CUST022582,2025-11-21,Completed,Debit Card,Partner
ORD0000898,CUST000338,2023-11-17,Processing,Digital Wallet,Website
ORD0000899,CUST032984,2024-04-26,Completed,Credit Card,Mobile App
ORD0000900,CUST034784,2024-04-15,Processing,Digital Wallet,Website
ORD0000901,CUST002000,2025-02-13,Processing,Debit Card,Partner
ORD0000902,CUST015352,2024-06-05,Completed,Digital Wallet,Partner
ORD0000903,CUST007393,2024-03-13,Completed,Credit Card,Website
ORD0000904,CUST036615,2026-01-19,Returned,Debit Card,Retail Store
ORD0000905,CUST015083,2025-04-08,Returned,UPI,Partner
ORD0000906,CUST044962,2023-11-27,Processing,Debit Card,Website
ORD0000907,CUST008393,2024-12-03,Cancelled,Credit Card,Website
ORD0000908,CUST029577,2023-11-11,Returned,Bank Transfer,Website
ORD0000909,CUST015006,2024-11-10,Shipped,Bank Transfer,Partner
ORD0000910,CUST031931,2024-02-15,Shipped,Digital Wallet,Partner
ORD0000911,CUST028454,2025-12-30,Returned,Debit Card,Mobile App
ORD0000912,CUST005863,2025-09-20,Returned,Debit Card,Mobile App
ORD0000913,CUST005370,2025-11-13,Processing,Debit Card,Retail Store
ORD0000914,CUST040040,2023-12-09,Completed,Bank Transfer,Partner
ORD0000915,CUST009592,2025-10-14,Shipped,Credit Card,Partner
ORD0000916,CUST042017,2026-05-23,Returned,Bank Transfer,Retail Store
ORD0000917,CUST022431,2026-06-26,Completed,Credit Card,Website
ORD0000918,CUST035529,2023-11-03,Cancelled,Digital Wallet,Website
ORD0000919,CUST001459,2024-11-04,Cancelled,Digital Wallet,Retail Store
ORD0000920,CUST013187,2024-04-05,Completed,Credit Card,Retail Store
ORD0000921,CUST006260,2026-02-02,Completed,Credit Card,Retail Store
ORD0000922,CUST036558,2025-10-03,Returned,Bank Transfer,Website
ORD0000923,CUST001186,2024-09-12,Returned,Debit Card,Retail Store
ORD0000924,CUST032631,2025-10-04,Completed,Bank Transfer,Website
ORD0000925,CUST018440,2025-12-06,Completed,Digital Wallet,Partner
ORD0000926,CUST001422,2024-05-03,Cancelled,Debit Card,Retail Store
ORD0000927,CUST043764,2024-05-06,Shipped,Credit Card,Partner
ORD0000928,CUST016082,2026-06-19,Shipped,UPI,Retail Store
ORD0000929,CUST009427,2025-08-04,Shipped,Bank Transfer,Retail Store
ORD0000930,CUST029534,2024-03-27,Processing,Digital Wallet,Mobile App
ORD0000931,CUST040929,2026-01-22,Shipped,Credit Card,Retail Store
ORD0000932,CUST011419,2025-07-23,Completed,UPI,Retail Store
ORD0000933,CUST028009,2026-08-14,Processing,Debit Card,Mobile App
ORD0000934,CUST021941,2024-01-28,Completed,UPI,Website
ORD0000935,CUST025926,2025-09-19,Shipped,Bank Transfer,Retail Store
ORD0000936,CUST040902,2024-11-15,Cancelled,UPI,Partner
ORD0000937,CUST022405,2024-05-10,Processing,Digital Wallet,Retail Store
ORD0000938,CUST029842,2024-06-16,Processing,Digital Wallet,Retail Store
ORD0000939,CUST021853,2024-03-05,Returned,Digital Wallet,Retail Store
ORD0000940,CUST028365,2024-07-29,Returned,Debit Card,Mobile App
ORD0000941,CUST024623,2026-07-29,Shipped,UPI,Website
ORD0000942,CUST042058,2024-09-23,Shipped,UPI,Website
ORD0000943,CUST017949,2025-03-18,Processing,Bank Transfer,Mobile App
ORD0000944,CUST028807,2026-03-15,Returned,Bank Transfer,Website
ORD0000945,CUST003459,2023-09-21,Completed,Debit Card,Partner
ORD0000946,CUST020813,2024-02-26,Completed,Debit Card,Mobile App
ORD0000947,CUST039766,2024-03-18,Completed,UPI,Website
ORD0000948,CUST010878,2024-05-13,Shipped,Credit Card,Website
ORD0000949,CUST045885,2023-12-07,Returned,Debit Card,Retail Store
ORD0000950,CUST001462,2024-03-25,Cancelled,Digital Wallet,Mobile App
ORD0000951,CUST017528,2024-07-14,Shipped,Digital Wallet,Partner
ORD0000952,CUST009919,2024-10-30,Processing,Digital Wallet,Retail Store
ORD0000953,CUST048302,2024-02-04,Returned,Bank Transfer,Website
ORD0000954,CUST012668,2025-01-28,Cancelled,Bank Transfer,Retail Store
ORD0000955,CUST007939,2025-12-23,Cancelled,Credit Card,Website
ORD0000956,CUST014477,2024-11-19,Completed,UPI,Partner
ORD0000957,CUST001836,2024-08-24,Processing,Debit Card,Mobile App
ORD0000958,CUST003143,2026-08-18,Processing,Bank Transfer,Retail Store
ORD0000959,CUST041939,2026-08-27,Processing,Bank Transfer,Website
ORD0000960,CUST022028,2025-06-29,Completed,Digital Wallet,Mobile App
ORD0000961,CUST028199,2026-01-30,Cancelled,Credit Card,Mobile App
ORD0000962,CUST012418,2023-10-21,Returned,Digital Wallet,Retail Store
ORD0000963,CUST033090,2026-07-07,Returned,Credit Card,Partner
ORD0000964,CUST042589,2024-05-28,Processing,Digital Wallet,Website
ORD0000965,CUST003684,2025-01-18,Shipped,Digital Wallet,Mobile App
ORD0000966,CUST036695,2025-07-02,Cancelled,Digital Wallet,Retail Store
ORD0000967,CUST024272,2024-06-20,Shipped,Debit Card,Retail Store
ORD0000968,CUST040161,2026-03-17,Completed,UPI,Partner
ORD0000969,CUST048118,2025-03-29,Cancelled,Bank Transfer,Mobile App
ORD0000970,CUST003209,2024-05-19,Returned,Digital Wallet,Partner
ORD0000971,CUST041610,2023-10-11,Cancelled,Debit Card,Partner
ORD0000972,CUST020363,2025-02-24,Shipped,Bank Transfer,Partner
ORD0000973,CUST042944,2025-08-19,Shipped,Credit Card,Mobile App
ORD0000974,CUST033358,2024-12-13,Returned,UPI,Mobile App
ORD0000975,CUST024322,2025-04-08,Returned,Credit Card,Mobile App
ORD0000976,CUST033494,2023-12-14,Completed,Debit Card,Retail Store
ORD0000977,CUST003261,2025-06-25,Completed,Bank Transfer,Retail Store
ORD0000978,CUST019502,2024-10-20,Shipped,Digital Wallet,Partner
ORD0000979,CUST047739,2023-09-23,Cancelled,Credit Card,Mobile App
ORD0000980,CUST043210,2024-08-10,Shipped,Credit Card,Website
ORD0000981,CUST012975,2024-06-18,Shipped,Digital Wallet,Mobile App
ORD0000982,CUST029084,2024-12-04,Cancelled,Debit Card,Mobile App
ORD0000983,CUST012899,2025-03-11,Shipped,Debit Card,Website
ORD0000984,CUST039740,2025-07-10,Completed,Bank Transfer,Retail Store
ORD0000985,CUST019139,2026-06-16,Cancelled,UPI,Website
ORD0000986,CUST043427,2023-10-02,Returned,Bank Transfer,Retail Store
ORD0000987,CUST033501,2023-12-10,Completed,Bank Transfer,Mobile App
ORD0000988,CUST042599,2025-08-10,Processing,Credit Card,Partner
ORD0000989,CUST022308,2026-05-15,Shipped,Bank Transfer,Website
ORD0000990,CUST001639,2024-07-31,Completed,Digital Wallet,Retail Store
ORD0000991,CUST010339,2025-01-27,Completed,Digital Wallet,Retail Store
ORD0000992,CUST019268,2025-01-12,Processing,Credit Card,Mobile App
ORD0000993,CUST001424,2023-10-11,Processing,Credit Card,Website
ORD0000994,CUST026172,2025-10-28,Processing,Bank Transfer,Mobile App
ORD0000995,CUST022512,2024-01-22,Completed,Debit Card,Retail Store
ORD0000996,CUST017602,2024-02-24,Cancelled,UPI,Mobile App
ORD0000997,CUST041998,2026-01-27,Completed,Debit Card,Retail Store
ORD0000998,CUST032051,2025-09-10,Cancelled,Debit Card,Website
ORD0000999,CUST038529,2024-08-17,Completed,Bank Transfer,Retail Store
ORD0001000,CUST040515,2024-11-04,Shipped,Debit Card,Retail Store
