customer_id,customer_name,country,customer_segment,signup_date
CUST000966,Customer 966,Australia,Consumer,2023-06-26
CUST000967,Customer 967,Australia,SMB,2025-07-03
CUST000968,Customer 968,Australia,SMB,2022-06-26
CUST000969,Customer 969,Indonesia,Enterprise,2022-02-05
CUST000970,Customer 970,Australia,SMB,2025-05-09
CUST000971,Customer 971,India,SMB,2026-03-14
CUST000972,Customer 972,Philippines,Consumer,2024-02-26
CUST000973,Customer 973,India,SMB,2026-03-06
CUST000974,Customer 974,Singapore,SMB,2026-06-10
CUST000975,Customer 975,Malaysia,SMB,2026-09-05
CUST000976,Customer 976,Indonesia,Enterprise,2024-01-25
CUST000977,Customer 977,Singapore,Consumer,2025-12-16
CUST000978,Customer 978,Indonesia,SMB,2025-08-16
CUST000979,Customer 979,Philippines,Consumer,2025-12-24
CUST000980,Customer 980,New Zealand,Consumer,2025-09-01
CUST000981,Customer 981,India,Consumer,2025-12-21
CUST000982,Customer 982,Australia,Consumer,2024-05-31
CUST000983,Customer 983,India,Consumer,2024-01-27
CUST000984,Customer 984,Indonesia,SMB,2023-05-03
CUST000985,Customer 985,New Zealand,Enterprise,2026-04-16
CUST000986,Customer 986,Indonesia,SMB,2024-03-21
CUST000987,Customer 987,Philippines,Enterprise,2022-09-19
CUST000988,Customer 988,India,SMB,2024-06-26
CUST000989,Customer 989,India,SMB,2025-06-11
CUST000990,Customer 990,Australia,Consumer,2022-03-31
CUST000991,Customer 991,Indonesia,Enterprise,2022-04-27
CUST000992,Customer 992,New Zealand,SMB,2024-07-19
CUST000993,Customer 993,Indonesia,Consumer,2024-08-14
CUST000994,Customer 994,Australia,Consumer,2023-02-03
CUST000995,Customer 995,Malaysia,Consumer,2023-10-14
CUST000996,Customer 996,India,Enterprise,2026-09-13
CUST000997,Customer 997,New Zealand,SMB,2023-03-28
CUST000998,Customer 998,New Zealand,Enterprise,2025-12-19
