order_item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00002438,ORD0402276,PROD00707,2,1955.41,10.00
ITEM00002439,ORD0494007,PROD00451,3,1961.33,20.00
ITEM00002440,ORD0058618,PROD00250,3,439.69,0.00
ITEM00002441,ORD0241128,PROD00895,3,866.66,15.00
ITEM00002442,ORD0251380,PROD00599,4,895.37,15.00
ITEM00002443,ORD0358024,PROD00234,2,411.77,15.00
ITEM00002444,ORD0263797,PROD00990,5,59.09,20.00
ITEM00002445,ORD0281894,PROD00185,4,1880.55,0.00
ITEM00002446,ORD0423814,PROD00317,3,822.45,5.00
ITEM00002447,ORD0103792,PROD00262,4,1900.05,0.00
ITEM00002448,ORD0480819,PROD00914,2,1851.75,20.00
ITEM00002449,ORD0298970,PROD00109,2,1994.80,10.00
ITEM00002450,ORD0422930,PROD00147,1,1736.29,20.00
ITEM00002451,ORD0132543,PROD00202,4,1293.59,5.00
ITEM00002452,ORD0191699,PROD00766,1,1121.48,5.00
ITEM00002453,ORD0104830,PROD00857,1,447.33,0.00
ITEM00002454,ORD0068550,PROD00126,1,799.20,10.00
ITEM00002455,ORD0185304,PROD00337,1,1956.16,20.00
ITEM00002456,ORD0321940,PROD00865,5,1318.15,0.00
ITEM00002457,ORD0410500,PROD00217,2,140.16,15.00
ITEM00002458,ORD0451985,PROD00725,1,710.35,15.00
ITEM00002459,ORD0155083,PROD00184,1,618.17,15.00
ITEM00002460,ORD0346636,PROD00669,3,258.61,0.00
ITEM00002461,ORD0193526,PROD00727,3,528.62,15.00
ITEM00002462,ORD0365800,PROD00553,3,1807.79,0.00
ITEM00002463,ORD0250296,PROD00291,1,398.56,0.00
ITEM00002464,ORD0417999,PROD00694,3,1495.53,20.00
ITEM00002465,ORD0258733,PROD00046,5,1246.03,15.00
ITEM00002466,ORD0324156,PROD00286,5,1660.92,20.00
ITEM00002467,ORD0250873,PROD00839,5,1143.02,5.00
ITEM00002468,ORD0001790,PROD00134,1,1873.23,20.00
ITEM00002469,ORD0361239,PROD00450,2,280.11,5.00
ITEM00002470,ORD0375307,PROD00490,5,381.51,5.00
ITEM00002471,ORD0062916,PROD00755,2,1856.88,10.00
ITEM00002472,ORD0202428,PROD00727,3,1183.41,0.00
ITEM00002473,ORD0122239,PROD00146,4,555.68,10.00
ITEM00002474,ORD0469652,PROD00986,2,972.65,0.00
ITEM00002475,ORD0029503,PROD00311,3,149.53,15.00
ITEM00002476,ORD0167614,PROD00905,4,1160.65,10.00
ITEM00002477,ORD0196298,PROD00270,2,1333.40,0.00
ITEM00002478,ORD0082377,PROD00775,3,204.93,15.00
ITEM00002479,ORD0434058,PROD00850,1,715.50,10.00
ITEM00002480,ORD0358785,PROD00576,5,1661.65,10.00
ITEM00002481,ORD0124213,PROD00576,4,365.58,0.00
ITEM00002482,ORD0371633,PROD00193,5,59.15,20.00
ITEM00002483,ORD0022665,PROD00103,1,1390.76,15.00
ITEM00002484,ORD0428366,PROD00860,5,309.36,0.00
ITEM00002485,ORD0135409,PROD00480,1,1749.13,20.00
ITEM00002486,ORD0275844,PROD00249,5,1327.57,10.00
ITEM00002487,ORD0473934,PROD00146,4,1793.65,0.00
ITEM00002488,ORD0454915,PROD00032,1,1056.38,10.00
ITEM00002489,ORD0321469,PROD00893,1,1501.16,10.00
ITEM00002490,ORD0258425,PROD00350,3,600.78,15.00
ITEM00002491,ORD0484891,PROD00147,4,194.19,0.00
ITEM00002492,ORD0424694,PROD00899,4,1939.62,0.00
ITEM00002493,ORD0085832,PROD00183,5,1471.87,15.00
ITEM00002494,ORD0328935,PROD00375,5,324.44,5.00
ITEM00002495,ORD0323934,PROD00955,4,238.26,5.00
ITEM00002496,ORD0280974,PROD00875,1,507.51,10.00
ITEM00002497,ORD0133514,PROD00887,1,195.86,5.00
ITEM00002498,ORD0411407,PROD00631,5,863.32,15.00
ITEM00002499,ORD0241872,PROD00733,5,752.35,15.00
ITEM00002500,ORD0174204,PROD00857,2,1790.31,0.00
ITEM00002501,ORD0306366,PROD00880,5,993.03,0.00
ITEM00002502,ORD0161926,PROD00255,4,798.50,0.00
ITEM00002503,ORD0393697,PROD00633,5,1001.30,15.00
ITEM00002504,ORD0211860,PROD00301,5,1734.85,0.00
ITEM00002505,ORD0293982,PROD00196,4,1428.42,0.00
ITEM00002506,ORD0295279,PROD00614,5,291.90,0.00
ITEM00002507,ORD0375622,PROD00376,3,759.56,0.00
ITEM00002508,ORD0113783,PROD00448,1,1985.46,20.00
ITEM00002509,ORD0180526,PROD00961,4,1503.92,5.00
ITEM00002510,ORD0286562,PROD00451,4,1059.17,5.00
ITEM00002511,ORD0391023,PROD00371,5,1273.25,0.00
ITEM00002512,ORD0191071,PROD00743,3,1586.64,15.00
ITEM00002513,ORD0388752,PROD00174,3,1588.89,10.00
ITEM00002514,ORD0272820,PROD00085,4,1377.74,15.00
ITEM00002515,ORD0180743,PROD00494,1,1990.43,5.00
ITEM00002516,ORD0113395,PROD00962,2,1222.22,0.00
ITEM00002517,ORD0143431,PROD00070,5,737.63,10.00
ITEM00002518,ORD0014375,PROD00305,2,1949.76,5.00
ITEM00002519,ORD0070296,PROD00934,5,130.06,5.00
ITEM00002520,ORD0480325,PROD00448,2,1263.96,15.00
ITEM00002521,ORD0427207,PROD00688,3,500.85,0.00
ITEM00002522,ORD0474435,PROD00887,4,1496.05,5.00
ITEM00002523,ORD0088995,PROD00549,1,138.82,10.00
ITEM00002524,ORD0165407,PROD00900,2,1554.86,20.00
ITEM00002525,ORD0404234,PROD00605,5,1004.89,5.00
ITEM00002526,ORD0491021,PROD00739,4,1193.27,5.00
ITEM00002527,ORD0207345,PROD00798,5,1242.78,15.00
ITEM00002528,ORD0455828,PROD00436,1,628.66,0.00
ITEM00002529,ORD0410788,PROD00945,2,527.24,0.00
ITEM00002530,ORD0496247,PROD00221,4,442.84,20.00
ITEM00002531,ORD0436549,PROD00960,1,1104.28,10.00
ITEM00002532,ORD0069176,PROD00747,5,608.77,15.00
ITEM00002533,ORD0190790,PROD00465,1,1815.08,0.00
ITEM00002534,ORD0475880,PROD00788,4,124.93,5.00
ITEM00002535,ORD0003909,PROD00126,3,1520.50,20.00
ITEM00002536,ORD0124916,PROD00850,3,1576.01,15.00
ITEM00002537,ORD0475839,PROD00876,2,212.45,10.00
ITEM00002538,ORD0407682,PROD00471,2,1293.58,15.00
ITEM00002539,ORD0295941,PROD00041,4,331.17,20.00
ITEM00002540,ORD0227002,PROD00174,3,271.03,5.00
ITEM00002541,ORD0453549,PROD00392,5,641.12,20.00
ITEM00002542,ORD0179974,PROD00283,5,493.95,15.00
ITEM00002543,ORD0245548,PROD00189,1,445.15,20.00
ITEM00002544,ORD0287837,PROD00079,1,1578.03,15.00
ITEM00002545,ORD0262599,PROD00294,3,1746.37,15.00
ITEM00002546,ORD0235435,PROD00341,2,1956.15,20.00
ITEM00002547,ORD0457851,PROD00460,3,816.29,10.00
ITEM00002548,ORD0074824,PROD00181,2,206.61,5.00
ITEM00002549,ORD0193973,PROD00929,4,1108.34,0.00
ITEM00002550,ORD0325790,PROD00540,1,754.21,10.00
ITEM00002551,ORD0118148,PROD00715,1,1369.91,0.00
ITEM00002552,ORD0200977,PROD00741,2,424.60,20.00
